frame,NOSE_x,NOSE_y,LEFT_EYE_x,LEFT_EYE_y,RIGHT_EYE_x,RIGHT_EYE_y,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y
23.0,0.47821304,0.57898176,0.48367128,0.57511914,0.47294906,0.57476526,0.4850924,0.5719675,0.4611109,0.5719019,0.48112002,0.58726054,0.4436269,0.5885634,0.48222262,0.6188948,0.46360773,0.6211061,0.4805975,0.6505683,0.4836521,0.64692825,0.45045868,0.6410709,0.42044923,0.6421844,0.4663591,0.6885145,0.41055763,0.69151115,0.47932926,0.7339049,0.39890087,0.74059236
24.0,0.47850642,0.57908314,0.48384014,0.57520586,0.47320998,0.57487005,0.4848957,0.5719471,0.46115673,0.5719176,0.48092833,0.58710533,0.4434716,0.5884674,0.48211822,0.6187273,0.4636477,0.6210359,0.48060417,0.65052515,0.4838412,0.64697987,0.45038775,0.6410243,0.42042226,0.64216745,0.46609607,0.6884925,0.4104064,0.6915347,0.47897893,0.73385143,0.39882293,0.7406635
25.0,0.47923097,0.5793076,0.4845122,0.5753876,0.4737666,0.57507694,0.4852791,0.5719925,0.4612431,0.57201195,0.48099044,0.58702904,0.44360664,0.5884777,0.48212394,0.61874837,0.46386164,0.6212105,0.4806869,0.6505837,0.48400027,0.6471736,0.4504754,0.64100575,0.42057455,0.6422055,0.46633956,0.6882928,0.41061097,0.69140416,0.47926337,0.73369795,0.3989867,0.74063283
26.0,0.4792604,0.5789175,0.4845546,0.57493603,0.47362372,0.5746939,0.48543587,0.5716471,0.46105635,0.57184577,0.48096326,0.586975,0.44417655,0.58862704,0.48213005,0.61855227,0.46505567,0.62128675,0.4805177,0.6505489,0.4847916,0.6472685,0.44999826,0.6411427,0.42040145,0.6424074,0.46631598,0.688377,0.41063645,0.6915585,0.47954315,0.7338075,0.3987577,0.7408022
27.0,0.478681,0.57895213,0.48399,0.57500166,0.4731244,0.57475346,0.48524532,0.5717779,0.46094054,0.5719419,0.48116472,0.5872069,0.44444707,0.58863986,0.48243317,0.6188265,0.4650845,0.62117857,0.48072657,0.6506956,0.4849124,0.64737916,0.45011842,0.64120203,0.42055625,0.64232796,0.46628562,0.6885396,0.4107294,0.6914572,0.47969073,0.7340743,0.39875126,0.7405942
28.0,0.47831625,0.57890815,0.48373255,0.57495314,0.4727435,0.574695,0.48531196,0.5718422,0.46071312,0.5719648,0.4810226,0.587465,0.4446374,0.58874345,0.48211208,0.61897385,0.4650817,0.6210967,0.48078862,0.65068096,0.48532352,0.64745694,0.4500779,0.6413699,0.42069578,0.6424176,0.4664443,0.6887981,0.4109839,0.69154674,0.4799326,0.7344199,0.39866796,0.74063927
29.0,0.47814703,0.5786935,0.48385563,0.57477736,0.47262195,0.5744284,0.4857605,0.5719206,0.4605329,0.5718573,0.48122734,0.58762944,0.44396955,0.5889596,0.4825,0.61894053,0.46465564,0.6212483,0.48053476,0.6505479,0.4841954,0.6470973,0.45052806,0.64086205,0.42060226,0.6419774,0.466248,0.6881913,0.41089776,0.6912043,0.47930044,0.73354965,0.39909863,0.740283
30.0,0.4781225,0.5788347,0.4838055,0.5749014,0.47258157,0.5745589,0.48578298,0.57192105,0.46051115,0.57185227,0.48133862,0.58760065,0.44422546,0.5887989,0.48257408,0.6189821,0.4648042,0.62101847,0.48056692,0.65062356,0.48434228,0.64712167,0.45066842,0.6413195,0.42084667,0.6423472,0.46616015,0.6885312,0.41081357,0.6913804,0.47929394,0.73390514,0.3987409,0.7403788
31.0,0.47792545,0.57886404,0.48374295,0.5749292,0.47243822,0.5745585,0.48590568,0.57190883,0.46042898,0.5717944,0.48136106,0.58747846,0.4437766,0.5887457,0.4823259,0.6188518,0.46427816,0.62105316,0.48061308,0.65059704,0.48388332,0.64701056,0.4506746,0.6411161,0.4205666,0.6422095,0.46632555,0.6883647,0.4107372,0.69136566,0.47927484,0.7336543,0.3989735,0.7403951
32.0,0.47929004,0.57874745,0.48492822,0.5747885,0.47342384,0.5744436,0.48626393,0.5720512,0.46045676,0.5719103,0.4808267,0.58809227,0.444151,0.58908075,0.48190498,0.6194853,0.4644474,0.62122244,0.48048943,0.65091157,0.48493212,0.64762884,0.45056725,0.6413057,0.421017,0.6422678,0.46581557,0.6889231,0.41108093,0.6915909,0.47912338,0.73433125,0.39907277,0.74055517
33.0,0.48010102,0.5791848,0.48559052,0.5751948,0.4741438,0.57486224,0.48631042,0.572212,0.4607655,0.57210463,0.48036432,0.5879399,0.44444087,0.58902735,0.48161995,0.6193172,0.4651107,0.6213227,0.48025423,0.6507774,0.48555055,0.64786917,0.4498929,0.64124477,0.42085713,0.6422554,0.4655065,0.68878555,0.4112581,0.6915113,0.47875643,0.734248,0.39890257,0.7405538
34.0,0.4806224,0.57917595,0.48606727,0.57518387,0.47458276,0.5748464,0.4865524,0.572192,0.4609052,0.5720537,0.4806037,0.58790874,0.44435593,0.58889514,0.48174858,0.61943257,0.4648234,0.62118745,0.48039335,0.65083855,0.4852034,0.64763004,0.45011675,0.6411169,0.4208611,0.6420947,0.46563846,0.68894076,0.4111801,0.69160336,0.47894913,0.73455465,0.39893925,0.74075204
35.0,0.4799213,0.57998335,0.48543346,0.57596654,0.47407153,0.57560647,0.48624018,0.5723415,0.46079764,0.5721893,0.48071006,0.58727133,0.44402558,0.5883121,0.48143345,0.61897475,0.46436763,0.62085664,0.48021466,0.65064687,0.48429844,0.6473115,0.45006517,0.64122456,0.4206242,0.6422236,0.46560013,0.6889417,0.41089877,0.69168067,0.47856265,0.73469025,0.39857894,0.7409481
36.0,0.47953278,0.5799577,0.4851273,0.5759323,0.47369957,0.57558566,0.4862944,0.5723197,0.46063206,0.572209,0.4808535,0.58727676,0.4440832,0.5883871,0.48160237,0.61897165,0.46447626,0.6209845,0.4803273,0.6506604,0.4844634,0.647422,0.4500569,0.64114684,0.42053273,0.64217347,0.46584907,0.68879217,0.41096243,0.69157875,0.478856,0.734582,0.3985495,0.7409247
37.0,0.47820565,0.5798255,0.4840265,0.5758069,0.4725126,0.57546246,0.4862174,0.5723591,0.46021023,0.5722673,0.48123932,0.58751506,0.44424427,0.58857054,0.48158655,0.61906713,0.46422273,0.62095624,0.4802154,0.65068793,0.48415855,0.64731497,0.45025152,0.6411772,0.42056143,0.64214903,0.46607593,0.6887343,0.41117865,0.69142205,0.47897995,0.7346601,0.39874777,0.7407599
38.0,0.47774133,0.57937336,0.48363596,0.5754144,0.47224945,0.5750586,0.48616135,0.5723915,0.46048713,0.57229894,0.48129076,0.5879547,0.44449294,0.58909553,0.48183903,0.6190768,0.4639212,0.6210832,0.48013362,0.65063894,0.4834835,0.6472092,0.45028934,0.6412366,0.42066905,0.6422319,0.4658582,0.68870836,0.41079193,0.6915075,0.47911122,0.73428637,0.3983827,0.74062985
39.0,0.47791544,0.57958436,0.4837065,0.575635,0.47252083,0.57527477,0.48597965,0.57240313,0.46087098,0.5723177,0.4811738,0.58768576,0.44472522,0.58884865,0.4818001,0.61896026,0.46433857,0.6209821,0.4801355,0.65065193,0.48371956,0.6472003,0.45014694,0.64111876,0.42076248,0.6421229,0.46583748,0.68865865,0.41080567,0.6914744,0.47927403,0.73432475,0.39840874,0.7406933
40.0,0.47879842,0.5799103,0.48452398,0.57594734,0.47332838,0.57554734,0.4861186,0.57245916,0.46113724,0.5722829,0.48072645,0.5874128,0.44446647,0.58855057,0.4813846,0.61885625,0.46433303,0.62086284,0.4799738,0.650656,0.48349345,0.64709145,0.44983384,0.6410163,0.42062405,0.6420533,0.465782,0.6886178,0.41092438,0.69151026,0.47909772,0.73431754,0.3985363,0.74082184
41.0,0.4753349,0.57947606,0.48150715,0.57556367,0.47030482,0.5751849,0.48565662,0.5726957,0.46022618,0.57257813,0.48178926,0.5884177,0.4453498,0.5893544,0.4819181,0.61931014,0.46481392,0.6208921,0.48022214,0.6507366,0.4843289,0.64711475,0.45066097,0.64169174,0.42124626,0.6425073,0.46573192,0.6890616,0.41105753,0.69156194,0.4791829,0.7345955,0.39878568,0.74042714
42.0,0.47555864,0.5796773,0.48167533,0.5757544,0.47045666,0.57538897,0.48563063,0.57276785,0.46019787,0.5726746,0.4815802,0.58833945,0.44543752,0.5892706,0.4818382,0.6193963,0.46505234,0.62095046,0.48011428,0.65070933,0.48450848,0.6471644,0.45037162,0.6415604,0.42117456,0.6423719,0.465399,0.6890439,0.4111868,0.69151765,0.47914648,0.7346936,0.39906946,0.74050397
43.0,0.4750299,0.58009917,0.4812382,0.57618546,0.4701449,0.5757944,0.48557168,0.5729571,0.46036038,0.5728411,0.48167995,0.58812577,0.4455217,0.58914757,0.48189148,0.6192313,0.4651258,0.620981,0.4800908,0.6506727,0.48442602,0.6471525,0.45033422,0.6413378,0.42111638,0.6421972,0.465661,0.68883324,0.41112614,0.6914414,0.47952124,0.7344605,0.39889652,0.7405356
44.0,0.47758472,0.5802094,0.4833173,0.57620174,0.47216117,0.5758938,0.48571733,0.5726968,0.4607143,0.5727399,0.48088768,0.5876736,0.4455661,0.5889146,0.48192975,0.61887956,0.46626636,0.6208573,0.48029447,0.65066826,0.4855305,0.6470688,0.44984618,0.641313,0.42118204,0.64230794,0.46525818,0.6885516,0.41102165,0.6913405,0.4789326,0.7344021,0.398245,0.7408019
45.0,0.47810578,0.5801787,0.4838248,0.57617915,0.47265762,0.5758709,0.4860646,0.5726202,0.46101838,0.5726686,0.48125294,0.5875253,0.44541988,0.58880246,0.48196864,0.61887056,0.46571103,0.62092847,0.48041502,0.6506518,0.4848747,0.6470649,0.45002872,0.64119923,0.42106798,0.6422315,0.46549898,0.68859756,0.41099727,0.6914388,0.4793135,0.7343069,0.39872804,0.74076253
46.0,0.47825542,0.58012474,0.4838842,0.5761268,0.47285783,0.57583845,0.48587012,0.5725141,0.46126986,0.5726331,0.48116127,0.5873678,0.4454384,0.5887895,0.48179537,0.61872566,0.4658442,0.62093455,0.4804188,0.65073544,0.48482633,0.6469529,0.44997022,0.6413575,0.42108962,0.6424595,0.46541142,0.68872356,0.41070703,0.69169515,0.4792854,0.7342027,0.39860773,0.74086875
47.0,0.47874728,0.5803234,0.4844115,0.5762891,0.4731887,0.57598096,0.48629642,0.5725788,0.46115646,0.5726246,0.48120093,0.5873212,0.44549492,0.588636,0.48215106,0.61873,0.4663828,0.6208878,0.4803434,0.65077364,0.4854563,0.64734286,0.44983265,0.6410895,0.4209389,0.6421463,0.46534824,0.68855566,0.41102746,0.6914508,0.47919667,0.734242,0.39867333,0.7408434
48.0,0.4787254,0.58039033,0.48441887,0.576354,0.47317702,0.5760375,0.48636767,0.5726065,0.46116605,0.57263786,0.48129696,0.5873021,0.44552204,0.5886138,0.48223498,0.6186966,0.4662846,0.6208341,0.48024902,0.65074867,0.48513663,0.6471864,0.44992286,0.6411275,0.42099592,0.6421799,0.4652828,0.6885955,0.41095343,0.69150317,0.4790785,0.73429143,0.39852497,0.74088573
49.0,0.4782994,0.58042824,0.48400247,0.5763964,0.4728264,0.57607526,0.4861099,0.57262003,0.46103033,0.5726408,0.48116693,0.5872842,0.44547632,0.5885759,0.48227155,0.6186685,0.46623835,0.62076813,0.4802279,0.6507886,0.48518404,0.6472434,0.44989178,0.64119136,0.42098212,0.6422312,0.4654258,0.6887034,0.41087386,0.69160026,0.47940752,0.7344431,0.39822006,0.7410511
50.0,0.47899735,0.5805894,0.48456982,0.57654625,0.47343218,0.5762407,0.48613113,0.57263577,0.46125856,0.5726909,0.48091793,0.5871553,0.44556558,0.5885104,0.4820712,0.6186647,0.4665991,0.6208359,0.48025808,0.65075517,0.48551682,0.64721674,0.44980612,0.6413249,0.42118552,0.64240813,0.4652307,0.6885863,0.41104364,0.6915343,0.4793487,0.73407847,0.39879993,0.74078447
51.0,0.47875074,0.5805302,0.48435634,0.57649446,0.4731903,0.5761851,0.48608512,0.57265866,0.46111846,0.5726947,0.48095185,0.5873154,0.44557062,0.5885634,0.48205012,0.61879975,0.4665156,0.6207586,0.4802414,0.65076935,0.48542377,0.6471259,0.44974405,0.6415474,0.4211036,0.6425655,0.4650913,0.688821,0.41097352,0.6916511,0.47918978,0.7343321,0.39871678,0.74083173
52.0,0.4789804,0.580753,0.48456827,0.5766875,0.4733443,0.5763921,0.48620787,0.57269764,0.46105012,0.57276547,0.4810812,0.58715427,0.44539383,0.5884821,0.4821436,0.6187079,0.46628797,0.6207813,0.48031458,0.6508291,0.48522425,0.6471034,0.44990623,0.64135784,0.4210796,0.64243346,0.46539858,0.6887553,0.41113332,0.69168246,0.47923198,0.73436433,0.3987094,0.7410091
53.0,0.47824582,0.58043045,0.4840357,0.5764169,0.4726876,0.5760516,0.4862109,0.57270074,0.46071896,0.5725807,0.48098868,0.58743197,0.44539958,0.58839685,0.48210445,0.6191606,0.46643004,0.6207199,0.48033318,0.65091234,0.4857218,0.6472361,0.44974947,0.6409021,0.42090946,0.64179283,0.4651941,0.68851537,0.41107658,0.6911227,0.47937748,0.73453766,0.3986613,0.74066675
54.0,0.47832742,0.580452,0.48407695,0.5764252,0.47274527,0.5760882,0.48623103,0.5727079,0.46076882,0.5726575,0.48104712,0.58744925,0.44556686,0.58852476,0.48219118,0.61904943,0.4665847,0.6208086,0.48026136,0.650849,0.48582402,0.6473858,0.44983783,0.6410506,0.42109397,0.6419866,0.4652182,0.68851256,0.4113342,0.6911878,0.4794033,0.7343174,0.39899796,0.7405745
55.0,0.47748062,0.58035386,0.4834939,0.57636195,0.47208196,0.5759631,0.48624426,0.57283634,0.46059555,0.5726706,0.4809482,0.5876905,0.44531664,0.58876055,0.48194394,0.6192262,0.4664116,0.6210767,0.48009735,0.6509383,0.48570064,0.64751464,0.4497822,0.64095116,0.4208809,0.641897,0.46520224,0.6885642,0.41106397,0.6913244,0.47942743,0.73430353,0.39878243,0.7407534
56.0,0.47594503,0.5802716,0.48210132,0.57630855,0.47085384,0.57591915,0.48591253,0.5728329,0.46040943,0.5727152,0.4815566,0.5877315,0.44548532,0.58883756,0.48222753,0.6191037,0.4660086,0.62101775,0.48022923,0.6508723,0.4851967,0.6474421,0.45016462,0.641153,0.42105457,0.6420672,0.46520707,0.6884784,0.41119555,0.6912043,0.47909558,0.73397774,0.39918467,0.74033535
57.0,0.47604698,0.57986706,0.48222226,0.5759279,0.47095332,0.5755206,0.4860732,0.5726686,0.46051136,0.57249206,0.48179153,0.58786213,0.44552618,0.5888142,0.48235852,0.6192262,0.46592027,0.62089676,0.48024252,0.65087533,0.48520035,0.64744353,0.4503553,0.6411583,0.4210838,0.6419936,0.465281,0.68860155,0.41114864,0.6911794,0.4792239,0.73416924,0.39926827,0.7402665
58.0,0.4772115,0.57969296,0.483255,0.5757452,0.471988,0.57533646,0.48632818,0.5724534,0.46091014,0.5722772,0.4816288,0.58761156,0.4453075,0.58867776,0.48243928,0.6190232,0.4658302,0.62082887,0.48026446,0.6508623,0.48486245,0.6472213,0.45029694,0.6410591,0.42102152,0.6419886,0.4652922,0.68845683,0.41113356,0.6912291,0.4789913,0.7339371,0.39925623,0.74038833
59.0,0.47879142,0.5796503,0.48449758,0.5756551,0.4732424,0.57530504,0.48635006,0.57224315,0.46111253,0.57216775,0.48117754,0.5874227,0.44516617,0.5885383,0.48206696,0.61889815,0.4656098,0.6206876,0.4800736,0.6508016,0.48483017,0.6470815,0.44996247,0.6413996,0.42089155,0.64237875,0.46537974,0.68865365,0.4109774,0.69143385,0.47917515,0.7341231,0.39892396,0.7405313
60.0,0.47890761,0.57993215,0.48454916,0.57592636,0.4733557,0.5755835,0.48620865,0.57232004,0.46115264,0.5722684,0.48102552,0.5872342,0.44514573,0.5884058,0.48192188,0.6187902,0.46564832,0.6207024,0.48006022,0.65074325,0.4847445,0.64711195,0.4498321,0.64123625,0.420882,0.6422439,0.46529564,0.68848544,0.41099396,0.6913027,0.4791193,0.7340327,0.39897808,0.7404791
61.0,0.47844058,0.5800412,0.48443073,0.57604396,0.4729922,0.57564074,0.4866811,0.57243705,0.46102574,0.57230085,0.4813798,0.58717144,0.44456017,0.588524,0.48187143,0.6187761,0.4654875,0.6210734,0.48042652,0.65074664,0.48456207,0.64690536,0.4501569,0.6407518,0.42056775,0.641899,0.46577743,0.6880526,0.41073337,0.6911976,0.47929507,0.733616,0.39919594,0.74062514
62.0,0.47812477,0.5800899,0.48411855,0.57608426,0.47266376,0.5756816,0.4865309,0.5724737,0.4607832,0.5723232,0.48127615,0.58724713,0.44470072,0.5885087,0.48203522,0.6187984,0.46578938,0.6209754,0.48038235,0.65073663,0.48496106,0.647007,0.44999787,0.6408242,0.4205333,0.6419095,0.46585658,0.68813235,0.4109042,0.69115615,0.47928172,0.7338115,0.39882955,0.74060416
63.0,0.4782924,0.5801171,0.4843433,0.57612073,0.47283334,0.5756986,0.48672026,0.5725493,0.4608824,0.5723546,0.48127437,0.5873557,0.444541,0.58857185,0.48172867,0.6189152,0.46542433,0.6209948,0.48047507,0.6507933,0.48474568,0.64689785,0.45003602,0.6409247,0.42048833,0.64200974,0.4658482,0.68819684,0.41082567,0.6912256,0.47931305,0.73381704,0.39907154,0.7406231
