frame,NOSE_x,NOSE_y,NOSE_z,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,TOE_x,TOE_y,TOE_z,HOSEL_x,HOSEL_y,HOSEL_z,GRIP_x,GRIP_y,GRIP_z
10,-0.26419577,0.29320148,1.0508173,-0.2599388,0.28857043,1.052099,-0.26947698,0.2885599,1.0522393,-0.25160125,0.28523934,1.0546867,-0.27654856,0.28527862,1.0540679,-0.23651509,0.30738947,1.0627402,-0.28073347,0.3031084,1.0472635,-0.23918596,0.34241375,1.0502607,-0.2686424,0.33920687,1.0368545,-0.24389586,0.3727598,1.0281585,-0.25091887,0.3726991,1.024308,-0.2369562,0.36915055,1.0600849,-0.2723347,0.36337626,1.0486233,-0.22021525,0.4241842,1.0420903,-0.28084546,0.41348082,1.0225422,-0.20465076,0.47316304,1.021474,-0.28632885,0.46004218,1.0005007,-0.19644569,0.45335796,0.89479053,-0.20103218,0.45822492,0.9066518,-0.23914774,0.38701728,1.0148914
11,-0.26331177,0.2931124,1.049578,-0.2591556,0.28857014,1.0511203,-0.26869836,0.28855932,1.0510701,-0.2514238,0.28538096,1.0547057,-0.2764904,0.2853583,1.0537655,-0.23707409,0.30743927,1.0633446,-0.2811947,0.30321595,1.0477744,-0.23910044,0.3421862,1.0505984,-0.26827088,0.33943146,1.0375041,-0.2438526,0.37277824,1.0279984,-0.25075787,0.37289622,1.0244653,-0.23680224,0.36944816,1.0600157,-0.27212223,0.36375862,1.048497,-0.22023684,0.4244157,1.0418193,-0.28062627,0.41397756,1.0226424,-0.20408845,0.47382712,1.0217516,-0.28622875,0.46035114,1.0004619,-0.196402,0.4533738,0.8947617,-0.20097783,0.45823467,0.9065822,-0.23928505,0.3870759,1.0146928
12,-0.26446584,0.2919902,1.0484879,-0.26021573,0.2875457,1.0501469,-0.2698201,0.28745356,1.0500185,-0.25154096,0.2852295,1.0545985,-0.2769825,0.2850297,1.0532713,-0.23663445,0.30791238,1.0636895,-0.2809137,0.3033164,1.0481626,-0.23855767,0.34286624,1.0509499,-0.26864934,0.33898962,1.0374572,-0.2433819,0.3730682,1.0282538,-0.25020683,0.37289077,1.0250618,-0.2372029,0.36906844,1.0597547,-0.2725168,0.363283,1.0482985,-0.22080095,0.42326766,1.0416425,-0.28073528,0.41330457,1.0227239,-0.20470908,0.47321582,1.0215411,-0.2862094,0.46005282,1.0006202,-0.19626309,0.45353225,0.8948962,-0.20102592,0.45837963,0.9066326,-0.23965599,0.3870667,1.014151
13,-0.264455,0.29170403,1.048514,-0.26013067,0.28717545,1.0501713,-0.2697826,0.28710693,1.0500743,-0.2515103,0.28495204,1.0545144,-0.27683207,0.28482506,1.0535027,-0.23728731,0.30809417,1.063119,-0.28015283,0.30413818,1.0489249,-0.23761334,0.34379044,1.0517625,-0.2691348,0.33976793,1.0367368,-0.24348424,0.37286943,1.0283239,-0.25138804,0.37244707,1.0240442,-0.23633589,0.37109315,1.0599555,-0.27070227,0.3657904,1.0494,-0.21999854,0.42415398,1.042214,-0.2804909,0.41416606,1.0226175,-0.2037672,0.47385156,1.0221591,-0.28634703,0.46024925,1.0003316,-0.19650076,0.45339352,0.8947135,-0.20112316,0.4583141,0.90652466,-0.23956245,0.3867766,1.0143582
14,-0.26353383,0.2919451,1.0493776,-0.2593899,0.2873075,1.0508252,-0.26901534,0.28737703,1.0508296,-0.25141934,0.28476807,1.054431,-0.2765674,0.2849662,1.0537212,-0.23743454,0.30778176,1.062812,-0.28031278,0.30419797,1.0484998,-0.23767644,0.34358177,1.0518374,-0.2692266,0.34009004,1.0364174,-0.24330288,0.37308806,1.0286434,-0.2514979,0.3727748,1.0237881,-0.2364099,0.37118155,1.0598463,-0.27078626,0.36603317,1.0492125,-0.22037885,0.4243103,1.041921,-0.2805749,0.4145901,1.0222313,-0.20377465,0.47359398,1.022314,-0.28658172,0.4601212,1.0000763,-0.19674398,0.45333597,0.89467436,-0.20142241,0.45814958,0.9065014,-0.23957263,0.38694233,1.0142996
15,-0.26342535,0.29163727,1.0491685,-0.2592149,0.28698924,1.0508026,-0.26906443,0.2870179,1.0504997,-0.2511472,0.2847393,1.0547527,-0.27680063,0.2848662,1.0534302,-0.23755965,0.30778176,1.0628102,-0.28023604,0.30430046,1.0486941,-0.23830976,0.34328136,1.0512705,-0.26929703,0.33994997,1.036524,-0.24401748,0.37253585,1.0281321,-0.25204054,0.3721959,1.023564,-0.23665081,0.37071842,1.0596538,-0.27085328,0.3656617,1.0492048,-0.22047395,0.42400736,1.041993,-0.2806289,0.41425765,1.022356,-0.20402004,0.47358122,1.0220577,-0.28646386,0.46012756,1.0002121,-0.19696704,0.453122,0.89459884,-0.20165396,0.45783347,0.9064449,-0.23963769,0.38676116,1.0142577
16,-0.2634095,0.29160333,1.0492568,-0.25915018,0.28687721,1.0506635,-0.2691125,0.28691018,1.0505116,-0.25089878,0.28461337,1.0542868,-0.27681231,0.28471437,1.0531588,-0.23726931,0.30790707,1.0627793,-0.27999038,0.30430636,1.0486059,-0.23826595,0.34351137,1.0513257,-0.2694292,0.34004447,1.0364655,-0.24360466,0.37315917,1.0281944,-0.2519265,0.37271786,1.0232811,-0.23651493,0.3709325,1.0600046,-0.27074492,0.3658005,1.0494902,-0.22031611,0.42419747,1.0422119,-0.2804762,0.4145322,1.0227664,-0.20425682,0.47353536,1.021131,-0.28653067,0.46048707,0.99991083,-0.19686441,0.4531063,0.89441663,-0.20134008,0.45775607,0.90622413,-0.23946825,0.38720006,1.0144043
17,-0.26401195,0.29155794,1.0485843,-0.25981435,0.2868931,1.0499709,-0.26943988,0.2869837,1.0501366,-0.25139573,0.28455642,1.0538331,-0.27654782,0.28483337,1.0534675,-0.23741737,0.3077023,1.062631,-0.27974483,0.30429018,1.0487567,-0.23808391,0.34339288,1.0515937,-0.26939392,0.33993286,1.0363374,-0.24345529,0.37303853,1.0284547,-0.25173154,0.37265286,1.0234888,-0.23672566,0.3707601,1.0598783,-0.27072945,0.36578637,1.0495381,-0.220644,0.4236789,1.0422049,-0.28060788,0.41444847,1.0225965,-0.20402008,0.47298348,1.0216221,-0.2865032,0.4603023,1.0000612,-0.1968445,0.45313305,0.894208,-0.20132194,0.4577446,0.90591043,-0.23949434,0.3870894,1.0146575
18,-0.26490647,0.29153234,1.0477723,-0.2607213,0.287009,1.0490358,-0.27008817,0.2870151,1.0495108,-0.25207713,0.28482476,1.0529822,-0.27674797,0.28490844,1.0531677,-0.23693089,0.30780548,1.063076,-0.28075165,0.3033048,1.04791,-0.23931906,0.34268343,1.0504669,-0.26907238,0.33898637,1.0369354,-0.24404344,0.37272784,1.0279742,-0.25070092,0.37261885,1.0246441,-0.2374828,0.36885488,1.0597844,-0.2726028,0.36314324,1.0484332,-0.22065991,0.42369175,1.0421826,-0.28082338,0.41369265,1.0227014,-0.2043311,0.4732727,1.021021,-0.28623885,0.46052176,1.0004351,-0.19694005,0.45307466,0.89417356,-0.20133972,0.45773438,0.90596485,-0.23932558,0.38697317,1.0148481
19,-0.26529792,0.29108125,1.0474569,-0.2612776,0.28660253,1.048551,-0.27023458,0.2867488,1.0494179,-0.2528829,0.28446075,1.052256,-0.27643272,0.28490964,1.0534992,-0.23710212,0.30769,1.062946,-0.28064245,0.30324852,1.0479993,-0.23949865,0.34259382,1.0502579,-0.2691016,0.3389045,1.0369083,-0.24418405,0.37252197,1.0278263,-0.25082815,0.37240478,1.0245708,-0.23759536,0.36927623,1.0595164,-0.27255797,0.36354798,1.0482781,-0.22122408,0.42380401,1.041621,-0.28086987,0.41370028,1.0226378,-0.20429319,0.47334304,1.0211165,-0.28629494,0.4604249,1.0003281,-0.19695026,0.45303696,0.89427346,-0.20143439,0.45769745,0.90602416,-0.23952764,0.3870625,1.0145956
20,-0.26562542,0.290742,1.0467027,-0.26151732,0.2862373,1.0480826,-0.27068147,0.28636086,1.0486768,-0.25251907,0.28435883,1.0527018,-0.27686125,0.2847495,1.0531297,-0.23668584,0.30777776,1.0635319,-0.2804804,0.30341616,1.0481377,-0.23880807,0.34284535,1.051133,-0.2692582,0.33897433,1.036681,-0.24365102,0.37275177,1.0285774,-0.25075164,0.37250647,1.0247037,-0.23786439,0.36874008,1.0594567,-0.27291736,0.36303365,1.0480204,-0.22124493,0.42334816,1.0417554,-0.28094342,0.41346392,1.0225173,-0.204477,0.4730586,1.0211424,-0.28644136,0.4602071,1.0003802,-0.1969837,0.4530695,0.89443254,-0.20155758,0.4578411,0.9062938,-0.23959178,0.38714516,1.0145987
21,-0.26448226,0.29133412,1.0477929,-0.26035163,0.28670996,1.0492355,-0.26973045,0.2868841,1.049602,-0.25196558,0.28435305,1.0533364,-0.27651238,0.28483504,1.05354,-0.23746921,0.30759087,1.0628453,-0.27994463,0.30393317,1.0486258,-0.23803866,0.34352455,1.0517814,-0.26958114,0.33965182,1.0361711,-0.24362887,0.3727107,1.0286168,-0.25200063,0.37227333,1.0234548,-0.23685622,0.3706061,1.0599546,-0.27099508,0.36543456,1.0493667,-0.22040407,0.42386216,1.0425713,-0.28044662,0.41411108,1.0228186,-0.20420088,0.4730988,1.0213276,-0.28672403,0.46021822,1.0000687,-0.1970664,0.45313612,0.89452046,-0.20153347,0.45797807,0.90646535,-0.23953597,0.38715526,1.0145413
22,-0.26486433,0.29120833,1.0476332,-0.2609551,0.28659418,1.0488571,-0.27004537,0.28688422,1.0495323,-0.2527826,0.28424087,1.0526104,-0.27657366,0.28509122,1.0536109,-0.23720177,0.30740592,1.0629711,-0.28070983,0.30348054,1.0479238,-0.23900397,0.34262908,1.051109,-0.26932624,0.33912995,1.0368127,-0.24362922,0.37283373,1.0285859,-0.25086135,0.37261984,1.0245302,-0.23786032,0.36871946,1.0594498,-0.2727371,0.3632694,1.0482494,-0.22110759,0.42353922,1.0420268,-0.28074706,0.4137525,1.0226914,-0.20440549,0.4732459,1.0210736,-0.28658763,0.46016842,1.000277,-0.1970466,0.45319512,0.89449847,-0.20157845,0.4579651,0.9064241,-0.23950592,0.3871803,1.0145897
23,-0.2642328,0.2915613,1.0482249,-0.26029292,0.2868978,1.0496595,-0.26961917,0.28718448,1.0499488,-0.2522584,0.28434974,1.0534123,-0.2766183,0.2851836,1.0535113,-0.23699753,0.30733508,1.0630113,-0.28060412,0.3036954,1.0477855,-0.23896977,0.34245023,1.0510507,-0.26937413,0.33933282,1.0367478,-0.24380963,0.3726006,1.028417,-0.25124973,0.3724308,1.0242035,-0.23760584,0.3687521,1.0596203,-0.2724872,0.36340973,1.0484058,-0.22107072,0.42355505,1.041992,-0.2806034,0.413796,1.0227301,-0.20455247,0.47304672,1.0210812,-0.2865516,0.45999056,1.0003206,-0.1969546,0.4531074,0.8941364,-0.20149764,0.45763958,0.90583956,-0.2395037,0.38725552,1.0147516
24,-0.26263452,0.29205027,1.0491124,-0.25869802,0.28735268,1.0507703,-0.26834813,0.287635,1.0505925,-0.25125036,0.28465676,1.0544932,-0.27639547,0.2854143,1.0536163,-0.23726869,0.3073053,1.0629907,-0.28103527,0.30374944,1.0474918,-0.23915526,0.34260517,1.0510052,-0.26901308,0.33966655,1.0371895,-0.24419157,0.37267345,1.0281713,-0.25128943,0.37254393,1.0241953,-0.23736444,0.36885276,1.059773,-0.27229506,0.3636565,1.0484723,-0.22139046,0.42308515,1.0417502,-0.280507,0.41397786,1.0228279,-0.20474145,0.47281957,1.0209308,-0.28649455,0.45999894,1.0005764,-0.19699891,0.45318836,0.8944886,-0.20165971,0.45783693,0.90636855,-0.23941115,0.38715968,1.0145522
25,-0.2632688,0.29180524,1.0481704,-0.25949222,0.28723532,1.0496802,-0.2686434,0.28757024,1.0499625,-0.25211608,0.28465647,1.0535307,-0.27596873,0.2856182,1.053891,-0.2373762,0.30723515,1.0630723,-0.280915,0.30360016,1.0477293,-0.23902573,0.34239233,1.0512868,-0.26898852,0.33955878,1.0372642,-0.24385118,0.37272704,1.0284613,-0.25139213,0.37253264,1.0240054,-0.23745802,0.36916077,1.0596879,-0.27235588,0.3638626,1.0483768,-0.22130679,0.42359626,1.0416269,-0.2805841,0.4141781,1.0226215,-0.20485656,0.47307327,1.0206288,-0.28661284,0.46025038,1.0003352,-0.19716008,0.45306912,0.8944572,-0.20161922,0.45782116,0.9064743,-0.23921688,0.38733736,1.0147434
26,-0.2628603,0.29178193,1.0482563,-0.2588241,0.28717336,1.0500923,-0.2685117,0.2873285,1.049791,-0.2513468,0.2845919,1.0541867,-0.27658042,0.28505233,1.0530698,-0.23742716,0.30719697,1.062874,-0.28111622,0.30342242,1.0474703,-0.23970486,0.34231076,1.0505185,-0.26913515,0.33946115,1.0373338,-0.24430892,0.3725141,1.0280241,-0.25167343,0.37233528,1.0239228,-0.2376007,0.36876416,1.059605,-0.27249804,0.36341745,1.0483544,-0.22123031,0.4235615,1.0415397,-0.2805805,0.4138338,1.0227791,-0.2050595,0.4728708,1.0206027,-0.2865999,0.4603022,1.0004815,-0.1970874,0.4530948,0.8942662,-0.20144694,0.4578424,0.9062298,-0.23922457,0.3873307,1.0148671
27,-0.2629255,0.29198015,1.0479921,-0.25885254,0.28741756,1.0500216,-0.26851952,0.28750926,1.0495725,-0.2513372,0.28472427,1.0544734,-0.27658904,0.28504682,1.053014,-0.23732074,0.3072396,1.0630586,-0.28123787,0.3033678,1.047346,-0.2393221,0.3425289,1.0508271,-0.26894772,0.3396602,1.037317,-0.2441593,0.37266055,1.028226,-0.25143614,0.37251148,1.0240778,-0.23743577,0.36878702,1.0597476,-0.27250373,0.3633546,1.0483286,-0.22109176,0.42368823,1.0416669,-0.28047544,0.41385326,1.0229064,-0.20472327,0.47319615,1.020951,-0.28680834,0.46008018,1.0003337,-0.19714093,0.45310593,0.89435685,-0.2013427,0.45797217,0.9064327,-0.23905866,0.38739485,1.0149394
28,-0.26384476,0.29165962,1.0476991,-0.25959015,0.28704467,1.049785,-0.2693922,0.28707337,1.0492597,-0.25131294,0.28446132,1.0546811,-0.27697873,0.28461647,1.0527911,-0.23762967,0.30718094,1.0628172,-0.28029904,0.30396637,1.0481105,-0.23856051,0.34280187,1.051202,-0.2693016,0.34025076,1.0363251,-0.24453726,0.37218967,1.0281416,-0.25245574,0.37222904,1.0230792,-0.23675682,0.37023714,1.0596858,-0.27099264,0.3652347,1.0489111,-0.22059838,0.42355222,1.0424811,-0.28081664,0.41399258,1.0225164,-0.20476118,0.47305578,1.0216043,-0.2869637,0.45989722,1.0000998,-0.19740145,0.45303997,0.8945724,-0.20163113,0.45801318,0.9067958,-0.23897585,0.3869964,1.014415
29,-0.26363367,0.29212725,1.0479426,-0.2595919,0.287512,1.0498,-0.26914576,0.28767782,1.0495629,-0.2518463,0.2847486,1.0540181,-0.27678168,0.28526554,1.0528983,-0.23738731,0.30711514,1.0629025,-0.28119263,0.30357686,1.0470253,-0.23957373,0.34190452,1.0504886,-0.26911283,0.33972645,1.036572,-0.24468066,0.37209564,1.0280235,-0.25183445,0.3722968,1.0235353,-0.23781994,0.36818364,1.0593561,-0.27279797,0.36287522,1.0478172,-0.22143531,0.4228054,1.0418915,-0.28079987,0.41334376,1.0228167,-0.20562057,0.4724006,1.0208573,-0.2869289,0.4595931,1.0003037,-0.19744498,0.45307115,0.8944626,-0.20155595,0.45804754,0.9067049,-0.2388714,0.38720834,1.0143955
30,-0.26541036,0.2911556,1.0461594,-0.26113772,0.28665176,1.0483457,-0.27058393,0.28674346,1.0481364,-0.25219223,0.2844197,1.053873,-0.2770894,0.2847499,1.0526923,-0.23753944,0.30727714,1.0627614,-0.27992103,0.30399787,1.0482868,-0.2385717,0.3429684,1.051147,-0.26975745,0.33981442,1.0358032,-0.24460554,0.3721715,1.0280299,-0.2529472,0.3718398,1.0224974,-0.23717347,0.36989704,1.0594146,-0.27121678,0.36485556,1.0488145,-0.2208295,0.42320052,1.0423923,-0.28089845,0.41347417,1.0225596,-0.20510767,0.47243145,1.0214938,-0.28705886,0.45971614,1.0000459,-0.19743343,0.45306438,0.8945658,-0.20159543,0.4580333,0.9068006,-0.23889042,0.38717574,1.0143313
31,-0.2651214,0.2913429,1.0465966,-0.26078868,0.2868419,1.0487872,-0.27035305,0.28687328,1.0485004,-0.2519875,0.28446913,1.0540336,-0.27717486,0.28462106,1.0526067,-0.23776746,0.30722657,1.0623728,-0.2800926,0.3039207,1.0480571,-0.23844436,0.34291917,1.0511997,-0.26946995,0.33992237,1.0360621,-0.24461085,0.37213945,1.0279946,-0.25288197,0.37185332,1.0225847,-0.2368333,0.37031224,1.0595814,-0.27083915,0.36528644,1.0490825,-0.22038653,0.42339286,1.0427203,-0.28064016,0.41353804,1.0228239,-0.20487231,0.47278684,1.0216284,-0.28683025,0.45975253,1.0002162,-0.19739546,0.45306855,0.8945022,-0.20159768,0.4580035,0.90667456,-0.23893145,0.38718018,1.0143595
32,-0.26525885,0.29155612,1.046212,-0.2610665,0.2871686,1.0483286,-0.2703095,0.28713053,1.0482516,-0.2526401,0.2846748,1.0535153,-0.27709278,0.284718,1.0526104,-0.23758352,0.30710706,1.0628029,-0.2813721,0.3029586,1.0471827,-0.23954543,0.3422327,1.050305,-0.26926282,0.33923712,1.0366619,-0.24459554,0.37235516,1.0279902,-0.2517384,0.37219194,1.0236768,-0.2379922,0.36792612,1.0591033,-0.27300057,0.36239183,1.0476924,-0.22142085,0.4228602,1.0417395,-0.28104505,0.41312382,1.0225868,-0.205333,0.4729053,1.0209794,-0.28678167,0.4600115,1.0003211,-0.19736707,0.4530631,0.8945029,-0.2016006,0.45790896,0.9066041,-0.2389561,0.38712186,1.0143487
