frame,BOX_x,BOX_y,BOX_width,BOX_height,TOE_x,TOE_y,HOSEL_x,HOSEL_y,GRIP_x,GRIP_y,new_frame
261.0,363.5000038146972,930.0,150.99999368190765,153.99999618530265,294.93157267570496,853.5767555236815,288.5006117820739,883.2272529602051,440.32140970230097,1005.6365203857422,281880.0
262.0,368.49998474121094,923.9999771118163,138.99999439716336,155.999994277954,303.52768778800964,845.3899383544921,298.04803133010864,871.3754081726073,437.2091674804687,999.3834686279297,282960.0
263.0,373.0000126361847,918.0000114440918,126.00000053644176,158.00000667572004,314.1614019870758,834.2891693115233,311.95942640304565,865.1625251770018,434.18965458869934,997.3151779174805,284040.0
264.0,379.99999880790705,910.0000190734863,111.99999600648876,162.00000286102292,331.9204366207122,828.8371467590331,322.26187705993647,850.012035369873,440.2287447452545,988.1166458129883,285120.0
265.0,386.9999849796295,902.0000267028809,99.99999672174447,164.00000095367423,346.47079825401306,820.3679466247559,336.63714408874506,845.2036285400391,436.6516649723053,986.085090637207,286200.0
266.0,394.0000033378601,896.4999961853026,87.99999743700019,165.0,360.6653702259063,814.3939590454102,347.752400636673,834.4287872314452,437.39153623580927,977.8924942016602,287280.0
267.0,400.5000042915344,888.9999961853026,71.00000113248818,167.99999713897688,375.55156588554377,799.7961044311522,363.23430418968195,831.3683509826659,434.2669987678528,972.1972274780273,288360.0
269.0,416.99999928474426,877.5,45.99999994039535,168.99999618530265,401.7399251461029,798.2941818237305,396.8429732322693,818.6112213134764,440.1224648952484,963.2754135131836,290520.0
272.0,446.7500048875808,863.5000133514403,18.500000238418554,166.9999980926513,451.1043244600296,779.9039840698242,444.45349752902985,804.0734481811523,445.96373677253723,948.3881378173828,293760.0
276.0,489.5000123977661,847.5,65.00000149011608,156.99999332427973,520.3435707092285,772.7098846435546,510.71063160896296,787.8117942810057,458.251451253891,929.9930763244629,298080.0
278.0,511.50000572204584,842.5000190734863,90.99999725818633,149.00000095367423,556.1659955978394,770.1028633117676,544.3180775642395,783.5108184814452,465.98577260971064,916.9228935241699,300240.0
279.0,523.50000500679,840.4999923706055,105.00000178813934,143.00000667572004,576.6981554031372,768.951301574707,561.0872483253479,779.8990631103516,470.2737557888031,913.3032989501952,301320.0
305.0,716.9999814033508,895.5000114440918,270.0,67.00000047683712,853.0314946174622,927.1274757385254,833.335862159729,921.2377166748046,581.4559006690979,861.1969757080078,329400.0
306.0,719.4999718666077,896.9999885559082,271.00000262260437,72.0000028610229,855.584979057312,929.5435523986815,836.0081791877747,925.1726531982422,583.4590601921082,860.7057952880859,330480.0
307.0,718.9999866485596,899.000015258789,267.99999475479126,75.99999904632557,854.6146845817566,932.7037239074707,835.3732681274414,928.0929565429688,584.8123097419739,860.3712272644042,331560.0
308.0,720.5000066757202,900.9999847412108,265.0000029802322,80.00000238418579,851.7052173614502,939.9697494506836,838.3727931976318,926.3880729675293,586.829309463501,861.81884765625,332640.0
309.0,721.4999771118164,903.9999961853026,265.0000029802322,85.99999666213978,849.4946479797363,947.4805641174316,837.7464437484741,936.1121749877929,591.5919470787048,864.9314689636229,333720.0
310.0,722.500011920929,905.4999732971191,262.99999773502344,89.00000095367423,849.2346453666687,950.6536674499511,837.759575843811,938.0920028686523,593.8659238815308,865.2986526489258,334800.0
311.0,722.999997138977,905.4999732971191,261.99999511241907,90.99999904632557,850.2570176124573,951.8903732299805,839.0230250358582,938.5416412353516,593.9903569221497,865.0736045837401,335880.0
312.0,724.0000319480896,904.9999809265137,260.0000059604644,91.99999809265132,853.6525654792786,953.0869674682617,841.5418124198914,934.1036224365233,591.6099071502686,859.5055961608887,336960.0
313.0,725.0000023841858,906.0000228881835,261.99999511241907,91.99999809265132,851.3798117637634,952.5705528259276,840.4052424430847,938.4635353088379,595.9158182144165,864.8952484130859,338040.0
314.0,725.4999876022339,905.4999732971191,262.99999773502344,90.99999904632557,852.1938729286194,952.4870681762695,841.399097442627,937.5596809387206,596.3639831542969,864.8993682861327,339120.0
315.0,725.999972820282,904.4999885559082,264.0000003576278,89.00000095367423,852.9696321487427,950.0169754028319,841.5690422058105,936.203212738037,596.3993883132935,864.7057914733886,340200.0
316.0,725.999972820282,903.0000114440918,264.0000003576278,88.00000190734849,853.2756614685059,947.6992607116698,841.9493579864502,934.3500137329102,596.2692904472351,864.3876457214355,341280.0
317.0,726.5000224113464,900.4999923706055,265.0000029802322,81.00000143051136,854.4834280014038,940.4505729675293,841.600649356842,931.6583061218262,596.3818144798279,864.4364547729492,342360.0
318.0,727.0000076293945,899.000015258789,267.99999475479126,77.9999971389769,859.9441909790039,933.6723518371582,840.3923034667969,928.4682655334473,593.1530570983887,858.3575820922852,343440.0
319.0,727.4999928474426,896.4999961853026,268.99999737739563,73.00000190734849,860.0267171859741,930.0296401977539,840.2913665771484,925.0271415710448,593.0141401290894,858.5206031799315,344520.0
320.0,727.4999928474426,895.0000190734863,271.00000262260437,69.99999761581421,860.3603625297546,928.3402633666992,841.0766530036926,922.3833847045898,592.1258568763733,858.4980010986328,345600.0
321.0,726.5000224113464,892.5,273.0000078678131,65.00000238418579,860.7929491996765,924.2821311950682,841.5834617614746,918.4353446960448,590.6326603889465,858.4156036376953,346680.0
341.0,524.9999928474426,872.0000267028809,103.99999916553497,174.0000057220458,575.0489187240601,786.8785285949706,561.3296127319336,801.9193840026854,471.47209167480463,959.3476295471191,368280.0
345.0,434.0000116825104,927.9999732971191,69.99999850988381,183.99999618530265,411.1056196689605,831.0666275024413,394.75056052207947,861.0758399963378,468.4828984737396,1020.6580352783203,372600.0
346.0,413.9999914169311,947.0000267028809,118.00000369548789,167.99999713897688,362.3980987071991,864.1049766540526,353.6351609230041,887.4158477783203,474.5023226737976,1030.118751525879,373680.0
347.0,398.9999842643737,971.5000534057617,162.00000643730155,150.99999904632557,322.15093016624445,893.067111968994,316.6080272197723,922.8315353393555,477.4900352954864,1047.6983642578125,374760.0
348.0,384.4999945163727,1001.5000534057617,217.00000584125513,114.99999761581421,278.1773364543914,942.4195289611816,287.24057435989374,974.2543029785156,493.95691037178034,1064.7529220581055,375840.0
349.0,376.999990940094,1032.0000457763672,255.999995470047,75.99999904632557,247.98241674900046,990.8270645141602,262.1981191635132,1022.2097396850586,505.50501108169556,1073.5060501098633,376920.0
352.0,402.5000095367431,1145.5000305175781,290.99999070167536,106.99999809265132,252.00408875942227,1184.5109939575195,284.3219983577728,1193.228530883789,550.0083947181702,1089.7798919677734,380160.0
359.0,720.0000214576721,1213.5000228881836,139.99999701976773,230.999994277954,787.732150554657,1332.36328125,771.8660044670105,1311.2532806396484,651.4899444580078,1098.219337463379,387720.0
360.0,759.9999976158142,1195.4999542236328,186.00000500679013,214.99999523162842,854.6839499473572,1302.813377380371,828.905839920044,1296.3701248168945,663.0870652198792,1088.294677734375,388800.0
361.0,792.9999876022339,1171.4999771118164,228.00000250339505,182.99999713897688,906.4570426940918,1256.4650344848633,882.8734087944031,1255.550765991211,676.7566108703613,1082.6538848876953,389880.0
362.0,814.4999957084656,1154.5000076293945,254.99999284744263,166.99999809265134,939.1524195671082,1229.8190689086914,914.4652390480042,1225.1354598999023,693.8966989517212,1071.4837646484375,390960.0
363.0,837.5000238418579,1126.4999771118164,276.99998617172236,131.00000381469715,975.0107002258302,1180.7973861694336,952.7847576141357,1188.2181930541992,698.3672118186951,1057.5793075561523,392040.0
369.0,856.4999771118164,935.4999732971191,254.99999284744263,87.0000028610229,980.9720921516417,897.5234413146972,969.5655155181885,911.4056396484374,732.7566933631897,982.6698303222656,398520.0
370.0,840.9999847412109,911.0000038146972,231.99999690055841,112.00000047683712,958.787477016449,856.2075233459472,941.1982583999634,878.0774116516112,723.3196091651917,968.6656951904297,399600.0
381.0,579.499990940094,780.0,96.99999690055843,151.99999809265134,526.6393482685089,704.7159004211426,560.7465219497681,707.2295379638671,626.5926504135132,858.2979583740234,411480.0
382.0,553.0000019073486,776.9999885559082,121.99999809265135,148.00000190734846,490.77704429626465,707.8328132629393,521.9188749790192,701.7852973937988,615.0671124458313,848.5665321350097,412560.0
383.0,531.0000085830687,776.4999961853026,151.999996304512,145.00000476837158,454.93855834007263,707.8121566772461,481.0267210006714,713.0179023742675,607.467942237854,847.9689216613768,413640.0
384.0,508.49999785423273,778.5000228881835,176.99999749660483,135.0,421.4428639411926,717.3185920715332,442.0584833621979,715.2300453186034,596.8595910072327,845.0206947326659,414720.0
385.0,486.99998974800104,782.0000267028809,201.99999868869776,125.99999427795399,385.1842796802521,724.402027130127,408.10651302337646,722.3777961730957,591.1376023292542,842.6412963867188,415800.0
386.0,468.4999895095825,787.0000076293945,224.99999463558197,113.99999856948844,353.9934611320495,740.0749969482422,377.5681471824646,734.000244140625,582.7378249168396,843.7915992736815,416880.0
387.0,448.99998664855957,793.5000228881835,243.9999961853027,98.99999856948844,325.05772590637207,756.7646026611327,349.614872932434,744.6631622314452,571.0474920272827,844.3672370910643,417960.0
388.0,432.4999916553497,801.0000228881835,259.00000333786005,82.00000047683712,302.5740981101989,779.2745018005371,320.93077182769775,769.375705718994,562.422022819519,844.2719650268554,419040.0
396.0,388.99999022483826,903.0000114440918,249.9999958276748,121.99999809265134,265.3563559055328,967.4170303344727,279.6772921085357,931.2245750427245,512.5816655158995,838.9720344543456,427680.0
399.0,409.0000104904175,939.5000267028809,175.99999487400046,179.00000095367423,327.2074627876281,1032.6620864868164,323.0031323432922,990.6615829467773,498.27971935272217,847.7391242980957,430920.0
401.0,430.00000119209284,956.9999885559082,126.00000053644176,206.00000381469715,378.3357310295105,1062.795295715332,369.07924532890314,1026.0773849487305,496.4937543869018,849.6834754943847,433080.0
408.0,532.9999977350235,984.7499656677246,83.00000242888922,223.49999427795407,572.5554621219635,1094.8821830749512,569.0191143751144,1054.0131568908691,490.71402311325073,873.7024211883545,440640.0
409.0,548.500006198883,984.4999694824219,115.00000387430184,216.99999332427973,604.4337201118469,1093.3615493774414,603.7639832496643,1048.17626953125,488.4514081478119,877.5578498840331,441720.0
410.0,563.5000133514404,985.4999542236328,143.00000488758081,210.99999904632557,632.899661064148,1093.4257507324219,624.2290663719177,1051.0963439941406,492.9377889633178,882.3029708862304,442800.0
411.0,574.9999952316284,984.9999618530273,157.9999959468841,206.00000381469715,653.7566471099854,1087.8532791137695,644.6743869781494,1051.7595291137695,497.8401160240173,883.1393051147461,443880.0
412.0,585.5000066757202,984.4999694824219,173.00000309944147,200.999994277954,669.0400242805481,1086.7301559448242,661.4968585968018,1058.1964874267578,497.0404744148254,884.0797233581543,444960.0
413.0,598.0000233650208,981.0000228881836,193.99999380111694,190.00000476837158,693.1800985336304,1076.1375045776367,681.908769607544,1052.9092025756836,500.32037615776056,886.5953636169432,446040.0
414.0,608.4999704360962,979.5000457763672,209.00000095367432,184.99999523162842,712.4230599403381,1068.0634689331055,697.7823829650879,1050.1725769042969,503.4244430065155,888.5169410705566,447120.0
415.0,617.5000262260437,976.4999771118164,224.99999463558197,175.00000476837158,727.8604173660278,1061.6413879394531,716.8779301643372,1038.69873046875,503.53429555892944,886.7951774597167,448200.0
416.0,624.5000123977661,973.0000305175781,235.00000476837153,165.99999904632557,739.281735420227,1051.6787338256836,725.0571656227112,1031.480941772461,507.1704697608948,889.7480392456055,449280.0
417.0,631.4999985694885,968.9999771118164,244.99999880790708,153.99999618530265,754.6269106864929,1044.3519973754883,744.5865225791931,1025.0328826904297,506.3416671752929,891.1907386779784,450360.0
418.0,638.999969959259,967.5,252.00000107288352,147.00000286102292,761.6164684295654,1038.9892959594727,754.1762351989746,1014.6908569335938,513.9626598358154,891.7192840576172,451440.0
419.0,646.0000205039978,965.0000381469727,266.0000056028365,137.99999713897688,777.9515075683594,1033.5325241088867,763.745927810669,1005.0273513793945,515.8631443977355,893.0279159545898,452520.0
420.0,651.0000014305115,962.4999618530273,272.00000524520874,129.0000057220458,786.2651538848877,1027.943115234375,772.6624917984009,994.7788238525391,517.3405694961547,895.0249099731444,453600.0
454.0,666.499993801117,969.9999618530273,259.00000333786005,144.0000057220458,792.9896879196167,1039.745864868164,783.7329769134521,1017.0817565917969,539.5134365558624,896.5020561218262,490320.0
455.0,661.9999980926514,972.0000457763672,252.00000107288352,150.0,783.163275718689,1043.9782333374023,776.3538980484009,1019.7499465942383,538.9131581783295,896.209545135498,491400.0
456.0,656.5000319480896,973.5000228881836,242.99999356269834,159.0000057220458,777.6951742172241,1050.889778137207,765.1594305038452,1029.8745346069336,535.2644634246825,892.8065299987793,492480.0
457.0,652.5000214576721,976.9999694824219,232.99999952316278,167.99999713897688,765.9518623352051,1058.6045837402344,754.3316960334778,1037.6497650146484,536.9509398937224,890.2579307556151,493560.0
459.0,640.4999899864197,983.4999847412109,209.00000095367432,186.99999332427973,744.0435361862183,1076.576156616211,731.1946821212769,1056.991310119629,534.788328409195,887.9905128479004,495720.0
460.0,637.0000290870667,984.4999694824219,205.99999308586112,193.00000190734846,735.6098985671997,1079.3570709228516,723.7380337715149,1058.1120300292969,532.1638083457947,888.6063194274902,496800.0
461.0,629.4999933242798,988.5000228881836,194.9999964237213,198.99999618530265,724.8670721054077,1088.247413635254,713.093569278717,1065.7905578613281,530.57373046875,887.5934600830078,497880.0
462.0,620.9999871253967,989.5000076293945,180.00000536441803,207.00000286102292,705.5302548408508,1090.3849411010742,699.2226004600525,1057.4511337280273,528.8621807098389,885.4804229736328,498960.0
463.0,611.9999957084656,993.4999465942383,160.00000119209284,212.99999713897688,689.8726773262024,1102.6639938354492,686.000382900238,1061.741065979004,534.8507058620452,885.1040267944335,500040.0
464.0,603.9999747276306,995.0000381469727,145.9999966621398,215.999994277954,676.6349458694458,1100.4063034057617,670.0562167167664,1071.5746307373047,527.7300524711609,883.9755821228027,501120.0
465.0,594.0000128746033,995.0000381469727,130.00000298023215,222.00000286102292,658.3152222633362,1106.3834381103516,653.3357763290405,1067.8556442260742,528.0798232555389,884.8318290710448,502200.0
466.0,589.0000319480896,995.5000305175781,120.00000089406967,226.99999809265134,646.8879175186157,1110.044288635254,640.8185720443726,1073.5834121704102,527.2877132892609,881.7844390869141,503280.0
483.0,436.9999873638153,934.9999809265137,199.99999344348905,165.99999904632557,341.1404871940612,1021.8736267089844,343.49650740623474,978.2193374633789,538.8007950782775,849.2027664184569,521640.0
484.0,431.0000038146972,928.5000228881835,210.0000035762787,159.0000057220458,322.0783817768097,1006.3118362426758,332.54231214523315,975.1879119873047,540.107889175415,848.4915161132812,522720.0
499.0,442.49998569488525,792.9999732971191,283.00000190734863,74.00000095367423,298.1168782711029,777.1778297424316,320.5421841144561,763.4719848632812,581.4977431297302,832.0040702819823,538920.0
500.0,445.49999356269836,785.4999732971191,278.9999914169311,84.99999761581421,306.6432130336761,759.305076599121,328.6656403541565,747.5735664367676,584.0049433708191,829.1939735412597,540000.0
501.0,449.99998927116394,779.000015258789,274.0000104904175,94.00000333786002,314.94977831840515,750.9041404724121,342.3023557662964,733.5853958129883,590.3846311569214,827.2857856750487,541080.0
502.0,455.4999876022339,773.9999771118163,268.99999737739563,105.99999904632557,319.04322624206543,739.4005393981934,348.1232213973999,723.1808280944824,591.3434028625488,828.6960983276367,542160.0
503.0,463.5000085830688,769.4999885559082,262.99999773502344,112.99999952316269,330.06156921386713,725.1062965393065,350.99818468093866,717.9009819030762,598.4321594238281,828.1467247009276,543240.0
504.0,471.0000121593475,765.4999923706055,254.00000631809235,119.00000095367423,344.27252411842346,718.8617706298827,363.432959318161,708.6797332763672,599.9966168403625,826.7930030822753,544320.0
505.0,479.0000009536743,761.4999961853026,246.00000143051145,126.99999332427973,356.6842532157898,711.6713905334473,374.79437828063965,701.4159393310547,604.3005967140198,826.0887908935546,545400.0
506.0,487.9999923706054,757.5,237.9999965429306,136.99999809265134,371.2881410121918,699.6463966369628,389.01254296302795,693.4776878356932,608.4080457687378,825.560245513916,546480.0
507.0,496.49999856948847,753.5000038146972,226.9999998807907,143.00000667572004,385.051542520523,686.6399574279784,402.77034401893616,686.0370826721191,612.011969089508,823.6343193054199,547560.0
508.0,507.0000100135803,751.4999771118163,216.0000032186508,150.99999904632557,399.2206871509552,680.2047729492186,419.8186361789703,681.3132476806641,618.0621314048767,825.0026893615723,548640.0
509.0,513.9999961853026,749.000015258789,211.9999927282333,158.00000667572004,414.46109533309937,674.2921829223633,429.211174249649,679.376392364502,621.7841792106628,829.9074554443359,549720.0
510.0,525.5000102519988,746.9999885559082,197.00000166893005,165.99999904632557,430.910815000534,666.3118743896484,444.49612855911255,675.1987266540526,625.4079937934875,831.0859107971191,550800.0
511.0,534.999986886978,746.0000038146972,186.00000500679013,171.99999332427973,448.4761834144592,668.2305908203125,461.9266998767853,670.9499359130859,628.3889150619507,830.3384971618652,551880.0
512.0,544.0000104904175,744.5000267028809,174.00000572204584,175.00000476837158,464.03935790061945,660.845775604248,479.85584020614624,667.4287033081054,632.1017575263977,829.2065048217772,552960.0
513.0,553.9999723434448,744.5000267028809,166.00000083446503,179.00000095367423,470.9466469287872,656.6890525817871,501.4818584918975,662.8177070617676,639.0583562850952,833.0508613586425,554040.0
514.0,564.4999837875366,745.0000190734863,152.99999892711637,181.99999809265134,494.9612581729889,657.6941299438475,510.7768070697784,662.3456382751465,641.7345356941223,830.4349136352539,555120.0
515.0,574.0000247955322,746.0000038146972,142.00000226497644,183.99999618530265,508.231143951416,656.96044921875,528.9359843730927,659.5413208007811,646.7547297477722,833.4169578552246,556200.0
516.0,584.4999718666077,746.9999885559082,129.0000003576278,188.00000667572004,517.73810505867,653.2260704040526,549.5590710639954,653.0850791931152,650.0629234313965,838.396167755127,557280.0
517.0,594.4999980926514,749.000015258789,117.00000107288352,192.00000286102292,533.1342315673827,650.5055809020996,563.4942841529846,659.4265937805176,654.3208765983582,841.9611740112304,558360.0
518.0,605.0000095367432,749.5000076293945,108.0000016093254,191.00000381469715,551.2616729736328,651.4180755615233,580.9611296653748,658.8467216491699,657.1487832069397,844.5533180236815,559440.0
519.0,616.000006198883,750.9999847412108,96.0000023245811,194.00000095367423,564.971387386322,650.0079345703125,593.6569690704346,662.2647857666016,661.6364192962646,849.5123863220214,560520.0
520.0,625.4999828338623,752.0000267028809,83.00000041723246,195.99999904632557,585.0421214103699,647.8515243530273,610.6159114837646,661.4735984802246,670.4541063308716,851.7368316650391,561600.0
534.0,757.0000219345093,811.4999771118163,87.99999743700019,186.99999332427973,786.8439316749573,722.4025154113768,803.1743359565735,746.3665008544921,714.5030808448792,904.3293571472168,576720.0
537.0,777.4999952316284,832.0000076293945,112.99999862909311,174.0000057220458,825.5399036407471,748.1398773193359,831.8528366088867,768.1645774841309,722.4774813652039,919.1707992553711,579960.0
538.0,785.0000309944153,840.0,120.00000089406967,164.00000095367423,836.4904618263245,757.935447692871,840.3505253791809,783.8833808898926,723.2247877120972,919.2929649353026,581040.0
540.0,794.9999928474426,854.000015258789,133.99999737739563,158.00000667572004,857.3010993003845,775.2256393432617,860.2938008308411,803.1473922729492,727.4273157119751,935.7206153869628,583200.0
541.0,799.9999737739563,862.9999923706055,142.00000226497644,150.0,862.6606678962708,790.7955551147461,865.0518679618835,810.538387298584,728.489019870758,938.4239387512207,584280.0
542.0,805.0000190734863,872.0000267028809,150.00000715255737,141.99999332427973,877.1684789657593,800.0885009765624,876.1803531646729,822.3496055603026,730.478982925415,939.7719383239745,585360.0
543.0,810.0,879.5000267028809,157.9999959468841,136.99999809265134,887.9582977294922,809.1267585754395,883.9791440963745,830.5321311950682,731.3401007652283,945.9646797180175,586440.0
544.0,812.9999756813049,888.5000038146972,163.9999955892563,129.0000057220458,892.8043627738953,827.1529769897461,888.7362456321716,839.1341400146484,732.6060605049133,953.8433647155762,587520.0
546.0,823.4999871253967,900.9999847412108,181.0000079870224,123.99999618530265,913.2951307296753,840.3172874450682,908.0883836746216,861.8356132507323,734.7374510765076,960.7236099243164,589680.0
547.0,827.0000123977661,910.0000190734863,186.00000500679013,115.99999666213978,919.3671798706055,854.6390533447266,915.8248615264893,875.0890731811522,736.2224078178406,966.5951156616211,590760.0
548.0,831.9999933242798,915.0,195.99999904632568,113.99999856948844,930.3650522232056,857.8500938415527,923.4199118614197,886.0493087768554,733.8998293876648,972.3114395141602,591840.0
549.0,834.9999690055847,922.9999923706055,195.99999904632568,104.00000095367423,933.1324481964111,868.6549758911132,921.4275670051575,897.7484321594238,734.3997502326965,975.9532928466797,592920.0
550.0,838.4999942779541,931.4999771118163,205.00000655651087,98.99999856948844,941.8094158172607,885.8405113220214,930.5237317085266,911.9289207458496,730.5649209022522,984.1170501708984,594000.0
551.0,842.5000047683716,937.5,206.9999957084655,90.99999904632557,945.5740785598755,894.8969650268554,935.0441980361938,912.5874710083008,739.4323682785034,987.7647399902344,595080.0
552.0,847.0000004768372,945.9999847412108,219.99999761581415,83.99999856948844,954.1798496246338,906.2255287170409,941.0563802719116,924.5536994934082,737.0447731018066,989.5992279052734,596160.0
553.0,847.4999856948853,953.4999847412108,218.99999499320978,75.0,957.0333766937256,922.4578285217284,942.8100299835205,939.7326278686523,737.2632551193237,993.2234573364258,597240.0
584.0,844.9999952316284,1127.9999542236328,261.99999511241907,112.00000047683712,974.9234747886658,1173.5717010498047,950.639398097992,1184.3901443481445,715.945873260498,1073.4290313720703,630720.0
585.0,842.9999899864197,1130.0000381469727,261.99999511241907,115.99999666213978,974.2847013473512,1177.9558181762695,949.2988300323486,1188.9063262939453,713.6399030685425,1073.8814163208008,631800.0
586.0,842.0000195503235,1131.0000228881836,264.0000003576278,118.00000190734849,973.1756830215454,1177.7082824707031,946.1835622787476,1193.0249404907227,712.3282384872437,1074.7548294067383,632880.0
587.0,842.5000047683716,1133.9999771118164,262.99999773502344,120.0,973.5216236114502,1181.6780090332031,947.1140742301941,1196.0895538330078,712.8526210784912,1075.9741973876953,633960.0
588.0,841.499969959259,1138.0000305175781,259.00000333786005,125.99999427795399,969.54993724823,1191.0358428955078,943.7740802764893,1198.95263671875,713.0812740325928,1075.9517669677734,635040.0
589.0,840.4999995231628,1140.999984741211,260.9999924898147,132.00000286102292,969.5574045181274,1194.9552154541016,942.6318454742432,1209.034080505371,712.0164799690247,1076.9920349121094,636120.0
590.0,838.9999794960022,1144.5000457763672,260.0000059604644,136.99999809265134,965.6071543693542,1202.0538711547852,939.8473262786865,1214.0083694458008,711.8833565711975,1077.9396057128906,637200.0
