frame,NOSE_conf,LEFT_EYE_conf,RIGHT_EYE_conf,LEFT_EAR_conf,RIGHT_EAR_conf,LEFT_SHOULDER_conf,RIGHT_SHOULDER_conf,LEFT_ELBOW_conf,RIGHT_ELBOW_conf,LEFT_WRIST_conf,RIGHT_WRIST_conf,LEFT_HIP_conf,RIGHT_HIP_conf,LEFT_KNEE_conf,RIGHT_KNEE_conf,LEFT_ANKLE_conf,RIGHT_ANKLE_conf
29.0,0.98415816,0.9578637,0.93446976,0.7992822,0.5860474,0.9926092,0.99636036,0.93590456,0.9750875,0.9159031,0.9573938,0.997421,0.99828416,0.99541384,0.997008,0.98511684,0.9897996
30.0,0.98641765,0.9623835,0.9286635,0.84812176,0.5779047,0.9967223,0.9978009,0.97335047,0.98410034,0.9639253,0.9745738,0.99914086,0.999323,0.99836284,0.99870336,0.99209565,0.99371594
31.0,0.97864383,0.9548777,0.89544094,0.8490531,0.46090513,0.99279153,0.9959501,0.94332117,0.9724998,0.92270434,0.95308095,0.9976744,0.99835,0.9958896,0.99711573,0.9863479,0.9901911
32.0,0.9882883,0.97457856,0.9199094,0.90706265,0.43950203,0.9961163,0.99799806,0.96756697,0.98588073,0.95901144,0.977235,0.9989753,0.99930656,0.9980563,0.99870086,0.9908626,0.9937006
33.0,0.9845883,0.9729661,0.87600017,0.9322302,0.33697757,0.99686134,0.9977094,0.97688496,0.9828941,0.96813667,0.97288936,0.9991991,0.99934834,0.9984686,0.9987387,0.9922395,0.9937536
34.0,0.98390806,0.96453255,0.89911824,0.8971405,0.46112657,0.99648273,0.9979796,0.97103757,0.9854683,0.9601443,0.9752611,0.9991172,0.9993655,0.9982498,0.99874794,0.9914033,0.99374324
35.0,0.98780906,0.9779628,0.8963999,0.9354371,0.34391993,0.99701786,0.9979157,0.9780067,0.98474056,0.9712758,0.9767295,0.9991935,0.9993594,0.99843997,0.9987501,0.99193054,0.99364626
36.0,0.97780687,0.9589971,0.8379333,0.92140293,0.35005683,0.9969831,0.9979907,0.9788309,0.98639804,0.9695201,0.97687846,0.99932086,0.9994741,0.998544,0.9988667,0.99195135,0.99378914
37.0,0.9821275,0.96870863,0.8866114,0.9043395,0.3643957,0.99418384,0.9963613,0.95700586,0.9747916,0.9415815,0.95859355,0.9979208,0.99844885,0.9960621,0.9970757,0.98574454,0.989365
38.0,0.98711395,0.9768421,0.89214903,0.9338066,0.34043953,0.9969361,0.99785906,0.9772415,0.9842159,0.96978587,0.9755432,0.9992066,0.99937016,0.9984931,0.99879164,0.99249905,0.9940977
39.0,0.98530376,0.9741324,0.8758,0.93549114,0.32774723,0.9971193,0.9979079,0.97951823,0.98492336,0.97199076,0.9762138,0.9992655,0.9994048,0.99852055,0.99878436,0.9922117,0.99375206
40.0,0.98636556,0.9767652,0.8818862,0.93941313,0.3218875,0.9970823,0.99776447,0.978749,0.98305297,0.9711378,0.97394377,0.99921834,0.9993492,0.9984981,0.9987312,0.99230313,0.99368554
41.0,0.9768248,0.9516653,0.8523739,0.89855313,0.41943702,0.99700755,0.9979037,0.9786387,0.9857217,0.96828085,0.9753752,0.9992887,0.99943215,0.9984181,0.9987286,0.99133694,0.9930947
42.0,0.97507906,0.93170893,0.9036681,0.76922315,0.5963784,0.9939709,0.99639976,0.95489866,0.97744536,0.93524563,0.96021676,0.9980281,0.9985416,0.9959549,0.9970294,0.9848583,0.9885522
43.0,0.9856619,0.954878,0.9316486,0.8183789,0.64330953,0.9973385,0.99801946,0.97950715,0.9862148,0.9711827,0.9778105,0.9992798,0.99939764,0.99845695,0.9986987,0.99169403,0.9930011
44.0,0.9794707,0.95347434,0.8762251,0.8879012,0.4627327,0.9967133,0.99811316,0.9742298,0.98714334,0.96316063,0.9772784,0.9992654,0.9994723,0.9984511,0.99889106,0.9918976,0.9940931
45.0,0.98272276,0.95694524,0.9254557,0.81607723,0.557127,0.99280024,0.99640816,0.93991816,0.9760277,0.92119366,0.95918727,0.9975043,0.9983335,0.9955213,0.997065,0.9852327,0.98986316
46.0,0.9774175,0.9445578,0.90350085,0.8103705,0.54324615,0.99342525,0.99646395,0.9490471,0.977437,0.9295836,0.96048975,0.99784005,0.9984981,0.9957735,0.99709964,0.9850311,0.9893367
47.0,0.9652102,0.93698645,0.82002556,0.8699666,0.37037936,0.9930575,0.99599516,0.95193225,0.97508633,0.930074,0.95522755,0.9980063,0.9985745,0.9961086,0.9972385,0.98588306,0.9897932
48.0,0.96392083,0.92544967,0.8403409,0.83152485,0.4511881,0.9927354,0.99605197,0.9483382,0.976138,0.9246358,0.95614773,0.9977921,0.998464,0.99550724,0.99691546,0.9838526,0.9885576
49.0,0.9646722,0.93306166,0.78030205,0.900455,0.3624288,0.99698657,0.9977246,0.9806974,0.98537505,0.9698943,0.9741771,0.9993685,0.9994764,0.99857986,0.9988059,0.99197406,0.9933937
50.0,0.96218634,0.9183903,0.79518956,0.87529147,0.43986636,0.9969699,0.9979634,0.9787965,0.9867417,0.965556,0.9747968,0.99939394,0.9995265,0.99854076,0.9988527,0.99157494,0.9933795
51.0,0.9478142,0.8719287,0.8172405,0.75866175,0.5600065,0.99401665,0.9963511,0.9570444,0.97761095,0.9293976,0.9551418,0.99842083,0.99882156,0.996451,0.9973563,0.9859286,0.98926467
52.0,0.96868503,0.9274545,0.8696846,0.8090024,0.5128012,0.99306524,0.99641764,0.948013,0.9780377,0.9248954,0.9592599,0.99794203,0.9986014,0.9957913,0.9971777,0.98479295,0.989375
53.0,0.95469534,0.8894176,0.7921729,0.83115697,0.4987452,0.9963947,0.99805045,0.9737758,0.98825455,0.9580642,0.97649515,0.9993631,0.9995554,0.99847835,0.99894446,0.9915326,0.9939441
54.0,0.9506022,0.8977672,0.74293554,0.8721966,0.40803733,0.9967481,0.99790657,0.97789335,0.9868997,0.96337223,0.9742546,0.9994242,0.9995609,0.99862516,0.9989447,0.9921827,0.993975
55.0,0.95830446,0.89576554,0.84760004,0.7612761,0.55304855,0.99317294,0.9962249,0.95066804,0.97751015,0.9253425,0.95735866,0.9981337,0.9986803,0.9961558,0.9973053,0.9857636,0.98964053
56.0,0.9690123,0.92870206,0.83168364,0.869456,0.46307147,0.9965521,0.9981357,0.97404104,0.9881534,0.9602131,0.9772693,0.99931276,0.999522,0.99838996,0.99888676,0.9912055,0.99374723
57.0,0.9667895,0.92347777,0.82813954,0.859345,0.4681793,0.99619484,0.9979336,0.97138274,0.98687786,0.9566392,0.9751297,0.99924326,0.9994722,0.9983216,0.9988342,0.9912186,0.99372214
58.0,0.97245467,0.92920345,0.8944564,0.77746546,0.56744874,0.9922774,0.9962915,0.9376423,0.9765143,0.9128247,0.9569287,0.9977088,0.9984989,0.99568754,0.9972216,0.98548454,0.9901203
59.0,0.97011775,0.9060183,0.90540195,0.6904702,0.6682936,0.99322444,0.99635625,0.94864255,0.978371,0.9259771,0.9605232,0.9979139,0.9985341,0.9956846,0.9970004,0.9841979,0.9884412
60.0,0.9627028,0.88694364,0.884773,0.6852223,0.6509593,0.99242765,0.9964018,0.94224143,0.9794226,0.91624784,0.960792,0.9979159,0.9986333,0.9957208,0.9972506,0.9845783,0.98941797
61.0,0.9733353,0.9695482,0.71422154,0.9683216,0.15999694,0.99753284,0.99774265,0.98494315,0.9833309,0.97657937,0.9723198,0.9993993,0.9994568,0.99860877,0.998708,0.9914112,0.9925761
62.0,0.94667846,0.90630907,0.6935978,0.90801936,0.337584,0.9970157,0.9980019,0.9803193,0.9872859,0.96607554,0.974428,0.99941516,0.9995468,0.9984365,0.998781,0.99024385,0.99247736
63.0,0.9506426,0.90598124,0.7256942,0.8966286,0.37522426,0.9968677,0.99811316,0.97771543,0.9877479,0.9617968,0.97469455,0.9994136,0.9995701,0.9984596,0.9988691,0.99063116,0.99307513
64.0,0.9676292,0.94785345,0.7604229,0.93320733,0.28119847,0.9966965,0.9980494,0.9767445,0.98704,0.9642269,0.9757698,0.9993286,0.999516,0.99844724,0.998877,0.99131167,0.993725
65.0,0.9796571,0.92423373,0.9270837,0.73834884,0.7264562,0.9961565,0.9983425,0.96456605,0.9892976,0.9499178,0.979727,0.9991273,0.9994548,0.99804544,0.99880695,0.9902226,0.9935557
66.0,0.9501323,0.8868866,0.7632077,0.8525464,0.47592002,0.9969496,0.9980843,0.97859246,0.98800814,0.96346825,0.97556686,0.99941313,0.9995566,0.9984596,0.9988288,0.9906997,0.9928576
67.0,0.9639772,0.9034785,0.8738431,0.74647856,0.59289455,0.99282867,0.99648076,0.9456072,0.97918415,0.92031676,0.96044815,0.9979819,0.99865925,0.99577314,0.99724066,0.9844571,0.989301
68.0,0.9680558,0.93723005,0.8444758,0.8565991,0.42607254,0.99352336,0.99618703,0.9530343,0.9753998,0.93068147,0.9554723,0.99801105,0.998558,0.99598193,0.99710613,0.9851046,0.9890753
69.0,0.9732998,0.9433149,0.8731035,0.8444499,0.4645892,0.9935854,0.9963362,0.95280296,0.9765627,0.9325983,0.9584817,0.9979779,0.9985531,0.99600357,0.9971577,0.9853775,0.98936075
70.0,0.97619414,0.9503635,0.8819,0.85634494,0.45438087,0.99330336,0.9964875,0.948896,0.977385,0.9286229,0.9598603,0.997764,0.9984756,0.99551207,0.996986,0.9837599,0.98872036
71.0,0.97448075,0.94663876,0.87725323,0.8504367,0.45694992,0.9929668,0.9964353,0.9461686,0.9773043,0.92500526,0.9593796,0.99778205,0.99851567,0.9956785,0.9971534,0.98471224,0.98953515
72.0,0.9713585,0.93953604,0.8655845,0.8407223,0.45717525,0.99321645,0.99627066,0.95046735,0.9766133,0.9298192,0.95851547,0.99798167,0.99858713,0.9961117,0.9973014,0.9860876,0.9900636
73.0,0.9764582,0.9489327,0.88764316,0.8423111,0.47454673,0.99346584,0.9962882,0.9515053,0.9761295,0.9329607,0.9590522,0.99794775,0.9985343,0.99612904,0.99725264,0.986179,0.9899768
74.0,0.97642756,0.96195596,0.85151345,0.91081953,0.3262803,0.99335736,0.9964546,0.94969547,0.97599435,0.9296642,0.95754635,0.99785113,0.9985336,0.9958637,0.99721247,0.9851599,0.9898184
75.0,0.9762531,0.9641011,0.8425082,0.9167086,0.2927061,0.99325585,0.9960063,0.9525826,0.973584,0.93482614,0.9556146,0.99773586,0.9983683,0.99571335,0.99693656,0.9846267,0.98898077
76.0,0.97044283,0.95122415,0.8287756,0.89519066,0.32999012,0.9929386,0.9960432,0.9502784,0.9747581,0.92974174,0.95572644,0.99781966,0.99847084,0.99579877,0.9970854,0.9849931,0.9894465
77.0,0.97333807,0.94551563,0.8680962,0.8559929,0.43925926,0.99319345,0.996452,0.94884104,0.9774483,0.9283208,0.95976716,0.9979255,0.9985909,0.9959532,0.9972887,0.98542345,0.98990846
78.0,0.9784088,0.9607968,0.87501436,0.8882796,0.38009518,0.99359775,0.9961456,0.9530316,0.9741355,0.9347803,0.9561834,0.9978198,0.9984047,0.9957838,0.996931,0.98483753,0.98885906
79.0,0.98009974,0.96100736,0.89068204,0.87665874,0.42075434,0.993584,0.9963398,0.9520366,0.97582656,0.9346628,0.95919,0.99770844,0.99836653,0.9955813,0.99688125,0.9841097,0.9885733
80.0,0.97654915,0.97187424,0.7569235,0.9648224,0.17174536,0.99656904,0.9979061,0.976544,0.98540556,0.9668561,0.9752237,0.99924624,0.9994524,0.9984303,0.99885786,0.99148965,0.99391526
81.0,0.963856,0.9497312,0.7673261,0.92108613,0.2491901,0.99294245,0.99609864,0.95118487,0.97488654,0.9287952,0.95440346,0.9980355,0.99864274,0.9961366,0.99736136,0.9858267,0.99022055
82.0,0.98064625,0.9694285,0.83440626,0.9428865,0.27592438,0.9964714,0.9979886,0.974115,0.9861849,0.96397734,0.9763466,0.99915886,0.9994056,0.9981927,0.99872667,0.9904614,0.99325997
83.0,0.9685176,0.9581464,0.7259035,0.9529264,0.2012087,0.9965495,0.99785125,0.97698444,0.98566914,0.9654616,0.97427917,0.9992797,0.9994692,0.99837863,0.9988028,0.99093515,0.99340045
84.0,0.97564405,0.9498944,0.845906,0.9008216,0.40500146,0.99640864,0.99814606,0.9725754,0.9879501,0.9602733,0.97793245,0.9992275,0.99947876,0.99827397,0.9988469,0.990879,0.9937251
85.0,0.9606887,0.92140245,0.8188727,0.8458296,0.43080264,0.9935382,0.9964227,0.954635,0.9782904,0.93113655,0.95890373,0.9981324,0.9986902,0.9959298,0.9971757,0.9841558,0.9886889
86.0,0.98434806,0.93991894,0.953926,0.66592,0.7493137,0.9920557,0.99699914,0.9253198,0.9811307,0.90460896,0.9661637,0.9973597,0.99846625,0.99490464,0.99714357,0.98307645,0.98947865
87.0,0.9856337,0.93179846,0.96504927,0.5710634,0.8227316,0.9921186,0.9971016,0.9249142,0.98240995,0.9059012,0.9688311,0.99726117,0.9984187,0.9946538,0.99702543,0.9820565,0.9888049
88.0,0.97428674,0.9279554,0.906815,0.7533438,0.60852134,0.99234205,0.99653244,0.93810344,0.97881603,0.914769,0.9612588,0.9976756,0.9985215,0.99551034,0.9972037,0.9844608,0.9896578
89.0,0.9765887,0.95045,0.886124,0.8496296,0.46464583,0.99339783,0.9962992,0.9501924,0.97584945,0.93099576,0.9582493,0.99785835,0.9984848,0.995959,0.9971615,0.98579663,0.9897569
90.0,0.96505606,0.9364637,0.77247465,0.9107592,0.33578753,0.9967528,0.99794286,0.97834843,0.98699653,0.9664741,0.97605044,0.9993531,0.9995129,0.99850357,0.9988662,0.9915099,0.9935866
91.0,0.9729075,0.963036,0.754164,0.95237374,0.20871574,0.9968143,0.99782133,0.97934765,0.98531497,0.9695575,0.97478163,0.9993261,0.99947566,0.9985507,0.9988569,0.9918784,0.99379385
92.0,0.9866362,0.9676513,0.9369164,0.83829385,0.5416622,0.9931938,0.9963482,0.9421756,0.97415584,0.9262817,0.9582033,0.9974589,0.9982357,0.9955532,0.99694246,0.9852947,0.9895353
93.0,0.9852262,0.9691779,0.92260027,0.86976945,0.4644072,0.9922087,0.9963058,0.9323799,0.97374314,0.9138375,0.95606107,0.9971699,0.9981729,0.995144,0.9969216,0.9845324,0.9897753
94.0,0.98683304,0.96805555,0.93757385,0.83827704,0.54151094,0.9932494,0.9963141,0.9424624,0.9736258,0.9256109,0.9569955,0.9974496,0.99821055,0.99554837,0.99689984,0.9853145,0.9894772
95.0,0.97700286,0.9535592,0.85284984,0.90319765,0.4090532,0.99665785,0.9979261,0.97468036,0.9855679,0.96305317,0.97459555,0.999231,0.99942493,0.9983564,0.9987632,0.9914106,0.99353915
96.0,0.96710443,0.94384664,0.82067984,0.88797766,0.34835437,0.9925724,0.9963348,0.9447069,0.9766358,0.92090636,0.95668477,0.9978695,0.9986034,0.99580413,0.9972928,0.9848513,0.9899351
97.0,0.98258334,0.9670702,0.87767994,0.9191241,0.37218633,0.995507,0.99798965,0.9608328,0.9856322,0.9481493,0.9746986,0.99896693,0.999356,0.9980399,0.9987953,0.9909087,0.99419314
98.0,0.97409487,0.95533276,0.8537622,0.89382845,0.35781348,0.99193054,0.99641705,0.9342971,0.9759361,0.9101486,0.9559325,0.99757904,0.9985024,0.99547714,0.9972645,0.9846636,0.99029034
99.0,0.98178804,0.9536493,0.92575496,0.80630326,0.5709237,0.99134314,0.99654716,0.9205664,0.9766028,0.8970197,0.95789105,0.99717295,0.99832684,0.9950348,0.99714524,0.984486,0.9903978
100.0,0.9851177,0.96555126,0.9307997,0.8460557,0.51997393,0.9911664,0.99674475,0.91629595,0.97731054,0.89489454,0.9596567,0.9970174,0.99831545,0.9948833,0.9972072,0.9843932,0.9907817
101.0,0.98791635,0.9685801,0.94511974,0.8269976,0.57035995,0.9927654,0.9967614,0.93565613,0.97787046,0.9202186,0.96329623,0.99731773,0.9983096,0.99518234,0.9970349,0.9841434,0.9896415
102.0,0.98591805,0.96519154,0.93686116,0.83555675,0.54516524,0.9903447,0.997053,0.90445757,0.98019034,0.8830506,0.9635903,0.9967174,0.99832433,0.9940323,0.99709094,0.9815279,0.9899852
103.0,0.9842717,0.9676546,0.9183005,0.8766482,0.44840083,0.9894146,0.997001,0.89266634,0.9790303,0.8671607,0.96009576,0.99662006,0.9983537,0.99414766,0.99728966,0.9825456,0.9910025
104.0,0.9840746,0.9619547,0.92431897,0.84133726,0.5254028,0.99304175,0.996788,0.9407188,0.97842395,0.9229336,0.9629224,0.9975842,0.9984573,0.99548006,0.997177,0.98456407,0.9898212
105.0,0.98557913,0.97029144,0.9213941,0.8794661,0.449465,0.99200684,0.996815,0.92800105,0.977887,0.90946126,0.9615646,0.9972446,0.99838424,0.9950925,0.99720985,0.98411673,0.9903572
106.0,0.98915917,0.9765934,0.9402808,0.8785332,0.47462243,0.99225736,0.99678457,0.92826897,0.97686464,0.91341025,0.9618604,0.9971595,0.9982942,0.99527115,0.99723995,0.98532736,0.9908881
107.0,0.98589677,0.9678555,0.928446,0.85577387,0.5016477,0.9933007,0.9965963,0.94472474,0.9768142,0.929429,0.9619513,0.99756384,0.9983608,0.9956332,0.99710876,0.98502153,0.98970544
108.0,0.9855865,0.96500057,0.93351287,0.8404047,0.53181875,0.9908885,0.9970964,0.9146895,0.9812453,0.8965157,0.9664019,0.99689496,0.9983779,0.99435955,0.99718386,0.98192436,0.9900237
109.0,0.98573107,0.9639478,0.9356395,0.8301669,0.5549582,0.99200225,0.9969336,0.92733824,0.97961295,0.90928394,0.9644304,0.9971943,0.99837744,0.99489504,0.9971404,0.98322695,0.98981327
110.0,0.9836463,0.9707309,0.89858294,0.9029788,0.3717063,0.99259275,0.99668056,0.93947417,0.9776145,0.9222741,0.961674,0.9973928,0.99837506,0.99519134,0.9970696,0.98362607,0.989567
111.0,0.9774833,0.9626703,0.8594642,0.9066698,0.33255112,0.9929241,0.99645126,0.9462241,0.97649276,0.92718714,0.9589434,0.9976962,0.99847704,0.9955813,0.99711573,0.98427874,0.98946345
112.0,0.9863353,0.97122204,0.92563325,0.8755519,0.45691746,0.99232024,0.99675214,0.93475735,0.97841793,0.9190753,0.96365786,0.9971138,0.9982488,0.99463284,0.9968309,0.981955,0.9886932
113.0,0.98545146,0.9630777,0.933334,0.83264154,0.5561326,0.99285406,0.99705625,0.9369552,0.98058265,0.9196942,0.9660304,0.9974687,0.9984748,0.9951918,0.99717677,0.9834026,0.98956925
114.0,0.9855186,0.96585864,0.9288388,0.8500028,0.52148867,0.9933877,0.99679404,0.94467795,0.97836965,0.92837983,0.96339303,0.9975236,0.9983725,0.99526113,0.99693346,0.9832493,0.98866165
115.0,0.9876193,0.96325034,0.9508708,0.78903955,0.64016086,0.9927039,0.997021,0.932589,0.98006964,0.9158097,0.96577483,0.997259,0.99834883,0.9948626,0.9969887,0.9829433,0.98920596
116.0,0.98952836,0.97150147,0.9536094,0.8174839,0.601567,0.99351126,0.9964593,0.94406164,0.97487247,0.9303511,0.9604969,0.9972952,0.9980944,0.9952295,0.9966666,0.9841092,0.988499
117.0,0.9852793,0.9690184,0.9200206,0.8742691,0.4654184,0.9936585,0.99647826,0.94853497,0.9752587,0.9316414,0.95871824,0.99749976,0.9982377,0.9951233,0.99659306,0.9824546,0.987425
118.0,0.9877465,0.97412914,0.92994225,0.88379085,0.46326935,0.99373615,0.99679214,0.9476643,0.97741765,0.9329856,0.96281946,0.99749905,0.9983134,0.99520254,0.9968054,0.98277664,0.9881522
119.0,0.9901779,0.97248906,0.95578974,0.8233116,0.6108266,0.9936939,0.996953,0.9424553,0.97825843,0.92847407,0.9646117,0.9974632,0.99832815,0.9953761,0.9970053,0.98421836,0.9892328
120.0,0.9887911,0.9693411,0.9508412,0.8187235,0.59760815,0.9926455,0.9968721,0.9334474,0.9788245,0.9182777,0.9646422,0.99704784,0.9981865,0.99451447,0.9967182,0.9815694,0.9881727
121.0,0.9899856,0.9768639,0.9476357,0.86707455,0.51156765,0.99224234,0.99681276,0.9276915,0.97724354,0.9128546,0.9624484,0.9968803,0.9981304,0.9945644,0.99683124,0.98259544,0.989174
122.0,0.9885445,0.9740381,0.939268,0.8657589,0.49196932,0.99245244,0.9967204,0.9336528,0.9774235,0.9190733,0.9628655,0.9971616,0.99824846,0.9949877,0.9969779,0.98361075,0.9895264
123.0,0.9912533,0.97870284,0.9545686,0.86089164,0.53768986,0.99319893,0.99678385,0.93847054,0.9767393,0.92609566,0.9633033,0.9971523,0.9981536,0.9950519,0.99684685,0.9837307,0.98912305
124.0,0.9902884,0.9793371,0.94403255,0.88570607,0.46589452,0.9926354,0.9967359,0.93301904,0.97619003,0.9191468,0.9615212,0.99708515,0.9981844,0.99499387,0.99694484,0.9839865,0.9897307
125.0,0.9905059,0.97854894,0.9483209,0.8769733,0.4953752,0.9919407,0.9970644,0.92131287,0.9787996,0.9068305,0.96439147,0.9969997,0.9983198,0.99494994,0.99726605,0.9845035,0.990921
126.0,0.9914698,0.9797793,0.9548877,0.8703375,0.52588123,0.9924616,0.99701583,0.9267181,0.978156,0.91346633,0.9642602,0.99696106,0.9982167,0.9947284,0.99699557,0.98337746,0.9898247
127.0,0.990756,0.9770034,0.95396066,0.85229623,0.55339175,0.9931589,0.9966822,0.93746924,0.97569466,0.9237809,0.9613484,0.9971438,0.99812406,0.9949987,0.9967728,0.983714,0.9889648
128.0,0.98935306,0.97875684,0.9353953,0.8980251,0.43372223,0.99268603,0.9968725,0.9342048,0.9775655,0.9195211,0.962828,0.99702626,0.9981881,0.9945529,0.99676275,0.98190814,0.9886553
